phrase_woodruff,phrases_scriptures,similarity_scores,verse_title
god of abraham and of isaac and of jacob i am he who led the,abraham and the god of isaac and the god of jacob and it is that,0.6857312122286391,Mormon 9:11
thou shalt be a comfort unto them thou shalt be baptized the day thou art,fear not for thou shalt not be ashamed neither be thou confounded for thou shalt,0.6837943916385132,3 Nephi 22:4
work and is rapidly taking its flight from gentile america and wo wo wo is,wo wo wo unto this people wo unto the inhabitants of the whole earth except,0.6831203878662006,3 Nephi 9:2
is by the power of the holy priesthood and the holy ghost that they have,the spirit and by the power of the holy ghost for as the power of,0.682210277764882,Moroni 6:9
as great a prophet and he that believeth it may be saved and he that,and he that believeth and is baptized shall be saved but he that believeth not shall be damned,0.6820151262230689,Mormon 9:23
was necessary that another should be appointed in his stead to preside in new york,another if he should be appointed in his stead,0.6819254995485822,Mosiah 29:8
their wives wives their husbands children their parents and parents their children brothers their sisters,their wives and their children and their houses and their homes,0.6816987978111805,Mormon 2:23
the power of god and the gift of the holy ghost until they have gatherd,by the power of the holy ghost which is the gift of god unto all,0.6813093187158987,1 Nephi 10:17
against your family your parents your husband your wife your childrn seek forgiveness at their,idolatries and of your murders and your priestcrafts and your envyings and your strifes and,0.6810222680363798,3 Nephi 30:2
written by the hand of mormon upon plates taken from the plates of nephi translated,and these plates also are called the plates of nephi,0.6796661136878012,1 Nephi 9:2
calling and the gift of the holy ghost ^and power^ of the holy ghost agreeable,by the power of the holy ghost which is the gift of god unto all,0.67818191426369,1 Nephi 10:17
be esstablished upon the earth and the poor rejoice in the holy one of israel,the poor among men shall rejoice in the holy one of israel,0.6773536468765381,2 Nephi 27:30
done here on earth as it is done in heaven then enoch will come and,thy will be done on earth as it is in heaven,0.6765539945960931,3 Nephi 13:10
april 7 1861 ask all of you how would you feel if you had a,and now i ask of you my brethren how will any of you feel if,0.6764679250327583,Alma 5:22
touching any thing and ask the father in my name it shall be given unto,ye shall ask the father in my name shall be given unto you,0.674896844358772,3 Nephi 27:28
not forgive ^it^ for i cannot if the lord will forgive you i will forgive,for if ye forgive men their trespasses your heavenly father will also forgive you,0.6737075445252729,3 Nephi 13:14
land and to hear of the progress of the work in that land i wrote,who were in the land of shemlon and in the land of shilom and in the land of amulon,0.672593354385629,Mosiah 24:1
the kingdom of god make zion a city on a hill that cannot be hid,this people a city that is set on a hill cannot be hid,0.6719082932313369,3 Nephi 12:14
spirit of inspiration the power of god and the gift of the holy ghost the,the spirit and by the power of the holy ghost for as the power of,0.6718418986147915,Moroni 6:9
the matter death is here it is death that has caused it death is in,now there is a death which is called a temporal death and the death of,0.6713159371177367,Alma 11:42
the gift of the holy ghost and in no other way is the gift of,by the power of the holy ghost which is the gift of god unto all,0.6708833747911881,1 Nephi 10:17
goodness of god neither have ye sought to recover israel wo wo wo unto you,commit whoredoms and pervert the right way of the lord wo wo wo be unto,0.6688401634714052,2 Nephi 28:15
the holy ghost obtained their is a difference between the holy ghost and the gift,power of god and the gift of the holy ghost!,0.6676256926808108,2 Nephi 28:26
men to see the kingdom of god and they think they are in it when,the foolishness of men! when they are learned they think they are wise and they,0.6672444341012412,2 Nephi 9:28
^for thou shalt rend them in twain^ thou shalt be deliverd out of the hands,in righteousness shalt thou be established thou shalt be far from oppression for thou shalt,0.6666305969353935,3 Nephi 22:14
wilderness crying out repent ye for the kingdom of heaven is at hand as much,repent for the kingdom of heaven is at hand,0.6658461706886089,Alma 10:20
territory as in england as long as they are doing the will of god 6,long and they are a stiffnecked and a gainsaying people but as many as will,0.6654626520536557,Jacob 6:4
of gold dust and he brought me a present of 9 1/2 oz of gold,now the reckoning is thusa senine of gold a seon of gold a shum of gold and a limnah of gold,0.6648319632285344,Alma 11:5
time in speaking singing hearing and interpretation of tongues and in prayer with the family,nor speaking with tongues and the interpretation of tongues,0.663296992648255,Mormon 9:7
the ax is laid unto the root of the tree and evry tree that bringeth,the root of the tree therefore every tree that bringeth not forth good fruit shall,0.6629307798957621,Alma 5:52
and prepare for the day of thy visit ation thy mourning thy calamity and thy,the lord thy god and honor thy father and thy mother that thy days may,0.6625288038210472,1 Nephi 17:55
spirit of inspiration the power of god and the gift of the holy ghost the,for they shall have the gift and the power of the holy ghost and if,0.6623304423128014,1 Nephi 13:37
of god on earth the spirit and power of the holy ghost and revelation shall,the spirit and by the power of the holy ghost for as the power of,0.662119488006463,Moroni 6:9
"before the coming of the great and dreadful day of the lord"" ""and he shall",behold i will send you elijah the prophet before the coming of the great and dreadful day of the lord,0.6620277917817708,3 Nephi 25:5
by the power of the holy ghost and the inspiration of the lord you have,the spirit and by the power of the holy ghost for as the power of,0.6619195294851125,Moroni 6:9
thou shalt be a comfort unto them thou shalt be baptized the day thou art,shalt thou receive the hope which thou desirest,0.6616330658805507,Alma 22:16
ye latter day saints do ye not know these things are true you do and,how do ye know of their surety behold ye cannot know of things which ye,0.6614762655068344,Alma 30:15
his arm shall be made bare in the eyes of all nations until zion shall,earth cannot be blessed unless he shall make bare his arm in the eyes of the nations,0.6613158067219037,1 Nephi 22:10
god of abraham and of isaac and of jacob i am he who led the,god who was the god of abraham and isaac and jacob and also that god,0.6598687433699286,Mosiah 7:19
the church of christ by the will of god the father according to his holy,according to the will of his holy spirit,0.6588686510485026,2 Nephi 2:28
of the earth shall be fulfilled saith the lord of hosts i the lord have,and they shall be mine saith the lord of hosts in that day when i,0.6586797082771411,3 Nephi 24:17
young preached from this text judge not that ye be not judged he gave much,i say unto you judge not that ye be not judged,0.6583760577241974,3 Nephi 14:1
my son thou hast spoken well i have all thou hast said in my heart,and i also remember that thou hast said that thou hast prepared a house for,0.6582904325660691,Ether 12:32
ye latter day saints do ye not know these things are true you do and,ye know that ye do transgress the laws of god and ye do know that,0.6567334890094969,Alma 60:33
take their families their charriots waggons their oxen their horses their tents their armour and,their families and their lands their country and their rights and their religion,0.656512088503218,Alma 43:47
following words o god the eternal father i ask in the name of jesus christ,o god the eternal father we ask thee in the name of thy son jesus,0.6564063296248853,Moroni 5:2
following words o god the eternal father i ask in the name of jesus christ,o god the eternal father we ask thee in the name of thy son jesus,0.6564063296248853,Moroni 4:3
earth shall be fulfilled saith the lord of hosts i the lord have spoken and,they shall not be destroyed saith the lord of hosts,0.6554473865028712,2 Nephi 28:17
of jesus christ and many were healed by the power of god devils were cast,and they were healed by the power of the lamb of god and the devils and the unclean spirits were cast out,0.6548500305874198,1 Nephi 11:31
be preserved to come forth in the own due time of the lord all these,that they may come forth in his own due time,0.6548130511639083,Mormon 5:12
false and i want you for your own sake my sake and for the sake,as much as it were possible for christ's sake and for the sake of our people,0.6544722346106339,Jacob 1:4
unto thee thou shalt have part in the first resurrection and thou shalt come forth,in righteousness shalt thou be established thou shalt be far from oppression for thou shalt,0.6531046030023151,3 Nephi 22:14
to all eternity so shall we increase our kingdom to all eternity abraham seed will,he is unchangeable from all eternity to all eternity,0.6530918986687542,Moroni 8:18
his arm shall be made bare in the eyes of all nations until zion shall,the lord hath made bare his holy arm in the eyes of all the nations,0.6524502562299846,Mosiah 12:24
his arm shall be made bare in the eyes of all nations until zion shall,the lord hath made bare his holy arm in the eyes of all the nations,0.6524502562299846,Mosiah 15:31
his arm shall be made bare in the eyes of all nations until zion shall,the lord hath made bare his holy arm in the eyes of all the nations,0.6524502562299846,3 Nephi 16:20
wives 7 sons 6 daughters 7 grand sons and 6 grand daughters we had our,behold my sons and my daughters who are the sons and the daughters of my,0.6523151196942951,2 Nephi 4:3
son and of the holy ghost for the remission of sins it is just as,holy ghost and shall receive a remission of their sins,0.6522987092137921,3 Nephi 12:2
ye latter day saints do ye not know these things are true you do and,ye shall always do these things blessed are ye for ye are built upon my rock,0.6522856452505839,3 Nephi 18:12
people of one heart and one mind in all things president h c kimball then,men and be determined in one mind and in one heart united in all things,0.6522502547971725,2 Nephi 1:21
ye latter day saints do ye not know these things are true you do and,know ye not that ye are in the hands of god know ye not that,0.6515619091673521,Mormon 5:23
thou shalt labour in the temple of the lord thy god thou shalt teach thy,thou shalt not take the name of the lord thy god in vain for the,0.6509095470306197,Mosiah 13:15
and received the gift of the holy ghost by the laying on of hands according,power of god and the gift of the holy ghost!,0.6507970246246995,2 Nephi 28:26
